alcohol_r_s,alcohol_sb,alcohol_ci_lo,alcohol_ci_hi,socializing_alpha_ord,family_sb,academic_sb
0.6399058069787772,0.7804177584536823,0.7331667833151971,0.8226672593688446,0.6930812117947724,0.15726120995384285,0.2723371701512897
